order_id,order_item_id,order_date,ship_date,order_status,customer_id,customer_name,gender,age,country,city,sales_channel,payment_method,product_id,product_name,category,unit_price,quantity,discount_pct,shipping_cost,revenue,profit
100020,20,2025-03-29,2025-04-05,Completed,677,Chris Miller,Male,48,USA,Houston,Marketplace,Card,8165,Tea 100 bags,Grocery,6.22,1,0.156,3.46,5.25,-2.92
100021,21,2024-04-19,2024-04-20,Completed,743,Jordan Brown,Male,19,USA,Phoenix,Store,Cash,7968,Dress,Fashion,58.36,1,0.191,0.0,47.22,5.63
100022,22,2025-04-26,2025-04-30,Completed,674,Jamie Brown,Male,19,Nigeria,Lagos,Online,Wallet,6658,Perfume,Beauty,48.14,4,0.309,7.28,133.13,-14.34
100023,23,2025-04-25,,Returned,29,Morgan Williams,Female,50,USA,Phoenix,Online,Card,6440,T-Shirt,Fashion,18.14,2,0.35,6.43,23.58,-9.71
100024,24,2025-07-20,2025-07-24,Completed,679,Sam Moore,Female,70,Canada,Vancouver,Online,Card,4974,Smartwatch,Electronics,222.25,1,0.089,5.58,202.47,48.97
100025,25,2025-03-06,2025-03-07,Completed,795,Jordan Brown,Male,48,Canada,Toronto,Online,Card,9709,Running Shoes,Sports,77.01,1,0.22,3.56,60.1,-1.74
100026,26,2024-07-22,2024-07-29,Completed,109,Riley Smith,Male,30,UK,London,Marketplace,Card,8286,Football,Sports,25.96,1,0.305,7.19,18.04,-6.16
100027,27,2025-02-17,,Returned,65,Casey Davis,Male,62,UK,Leeds,Online,Cash,3419,Basketball,Sports,30.82,1,0.322,0.0,20.91,3.69
100028,28,2024-12-16,2024-12-19,Completed,573,Taylor Wilson,Male,44,Nigeria,Ibadan,Online,Card,329,Jacket,Fashion,95.73,2,0.35,8.05,124.45,5.56
100029,29,2023-03-16,2023-03-19,Completed,126,Jordan Davis,Male,34,USA,Houston,Online,Wallet,9740,Conditioner,Beauty,5.99,1,0.092,3.67,5.44,-1.89
100030,30,2023-06-16,,Cancelled,230,Jordan Miller,Female,39,India,Delhi,Online,Card,6036,Blender,Home,49.14,1,0.163,4.1,41.13,0.45
100031,31,2023-12-13,2023-12-17,Completed,721,Alex Miller,Female,51,Canada,Montreal,Online,Card,6440,T-Shirt,Fashion,18.82,1,0.109,4.34,16.76,1.82
100032,32,2023-03-28,2023-03-29,Completed,798,Jordan Jones,Male,70,India,Bengaluru,Online,Card,9709,Running Shoes,Sports,83.07,1,0.059,2.78,78.13,19.9
100033,33,2024-05-21,2024-05-22,Completed,286,Alex Brown,Female,22,UK,London,Marketplace,Cash,2633,Tablet,Electronics,296.19,1,0.247,8.44,223.13,-12.57
100034,34,2025-05-26,2025-05-29,Completed,125,Casey Smith,Female,53,India,Bengaluru,Marketplace,Card,8344,Olive Oil 1L,Grocery,11.58,2,0.225,0.0,17.96,0.4
100035,35,2023-04-23,,Cancelled,269,Alex Brown,Male,37,UK,Glasgow,Marketplace,Card,3419,Basketball,Sports,32.21,1,0.332,4.5,21.53,-8.22
100036,36,2023-10-05,2023-10-06,Completed,257,Alex Smith,Male,64,Canada,Ottawa,Store,Card,329,Jacket,Fashion,87.93,2,0.135,0.0,152.2,34.1
100037,37,2023-04-19,2023-04-25,Completed,443,Casey Moore,Female,50,UK,Birmingham,Store,Card,8344,Olive Oil 1L,Grocery,13.49,2,0.024,4.38,26.33,2.16
100038,38,2024-02-19,,Cancelled,56,Jordan Smith,Male,58,UK,Leeds,Online,Card,8644,Lipstick,Beauty,12.08,2,0.082,2.83,22.18,1.84
100039,39,2024-11-17,,Cancelled,614,Taylor Jones,Male,47,USA,Los Angeles,Online,Card,4198,Vacuum,Home,141.47,1,0.009,0.0,140.25,46.54
100040,40,2024-07-14,2024-07-15,Completed,317,Taylor Davis,Male,18,UK,Leeds,Online,Card,8344,Olive Oil 1L,Grocery,11.73,4,0.263,4.91,34.58,-4.49
100041,41,2023-09-12,2023-09-13,Completed,94,Morgan Johnson,Male,43,Canada,Toronto,Online,Card,8344,Olive Oil 1L,Grocery,11.5,3,0.35,5.99,22.43,-7.21
100042,42,2023-03-28,2023-04-02,Completed,769,Jordan Taylor,Female,66,UK,Leeds,Online,Transfer,8344,Olive Oil 1L,Grocery,11.79,1,0.037,9.18,11.35,-5.42
100043,43,2023-02-14,2023-02-20,Completed,526,Dana Moore,Male,51,Canada,Ottawa,Marketplace,Cash,6727,Sugar 1kg,Grocery,3.74,1,0.277,2.41,2.71,-2.22
100044,44,2025-03-28,,Returned,700,Taylor Johnson,Male,20,USA,Chicago,Store,Card,8644,Lipstick,Beauty,11.26,6,0.191,0.67,54.65,0.89
100045,45,2023-02-21,2023-02-27,Completed,545,Taylor Wilson,Female,18,India,Mumbai,Marketplace,Card,8286,Football,Sports,22.73,1,0.212,7.33,17.9,-6.6
100046,46,2024-11-06,2024-11-12,Completed,755,Casey Jones,Male,34,USA,Los Angeles,Online,Transfer,9740,Conditioner,Beauty,6.83,1,0.087,0.68,6.23,0.82
100047,47,2025-05-15,2025-05-19,Completed,701,Morgan Smith,Male,22,Canada,Vancouver,Online,Transfer,4888,Coffee 500g,Grocery,8.91,1,0.35,1.63,5.79,-2.66
100048,48,2024-09-28,2024-09-29,Completed,494,Alex Wilson,Female,61,Nigeria,Abuja,Marketplace,Card,9600,Tennis Racket,Sports,103.51,1,0.193,10.95,83.53,3.02
100049,49,2024-04-20,2024-04-27,Completed,122,Riley Williams,Female,23,India,Mumbai,Online,Card,4573,Yoga Mat,Sports,19.83,1,0.011,6.88,19.61,-1.64
100050,50,2023-10-03,2023-10-05,Completed,77,Sam Johnson,Male,65,Canada,Montreal,Store,Card,6727,Sugar 1kg,Grocery,4.4,1,0.163,1.57,3.68,-0.82
100051,51,2023-10-14,,Returned,721,Jamie Williams,Female,49,India,Mumbai,Online,Wallet,8165,Tea 100 bags,Grocery,6.35,1,0.101,4.95,5.71,-3.73
100052,52,2024-02-20,2024-02-22,Completed,427,Jamie Miller,Female,25,UK,London,Online,Card,4413,Face Cream,Beauty,13.22,1,0.108,4.85,11.79,-3.21
100053,53,2025-08-06,2025-08-07,Completed,758,Morgan Jones,Female,22,India,Hyderabad,Store,Transfer,9520,Sofa Cover,Home,33.92,1,0.002,1.21,33.84,6.19
100054,54,2025-02-12,2025-02-13,Completed,288,Chris Smith,Female,58,USA,Los Angeles,Store,Card,2634,Microwave,Home,118.48,2,0.205,0.0,188.41,38.95
100055,55,2025-03-02,2025-03-06,Completed,30,Dana Moore,Male,64,Nigeria,Lagos,Store,Card,3419,Basketball,Sports,30.12,2,0.253,0.0,44.98,8.19
100056,56,2024-10-21,,Returned,498,Alex Moore,Male,28,India,Hyderabad,Online,Card,4888,Coffee 500g,Grocery,9.39,1,0.113,2.89,8.33,-1.75
100057,57,2024-02-20,2024-02-23,Completed,495,Riley Miller,Male,28,USA,New York,Online,Wallet,8644,Lipstick,Beauty,13.19,4,0.125,3.89,46.15,13.16
100058,58,2023-08-14,2023-08-17,Completed,778,Casey Miller,Male,53,USA,Los Angeles,Online,Card,5865,Headphones,Electronics,75.09,1,0.131,0.85,65.23,10.71
100059,59,2023-09-02,2023-09-09,Completed,584,Taylor Smith,Female,42,India,Chennai,Online,Card,4974,Smartwatch,Electronics,177.7,1,0.04,2.85,170.63,27.59
100060,60,2023-10-12,2023-10-15,Completed,129,Riley Moore,Male,23,UK,Birmingham,Online,Transfer,1176,Shampoo,Beauty,8.73,1,0.101,6.05,7.85,-4.73
100061,61,2025-05-19,2025-05-20,Completed,131,Alex Miller,Female,55,India,Mumbai,Online,Wallet,4573,Yoga Mat,Sports,19.15,2,0.35,7.35,24.89,-7.83
100062,62,2024-04-04,2024-04-05,Completed,230,Jordan Brown,Male,70,India,Mumbai,Online,Card,2389,Jeans,Fashion,41.75,1,0.16,2.83,35.06,6.92
100063,63,2024-08-06,,Returned,661,Morgan Brown,Female,51,India,Mumbai,Online,Card,3419,Basketball,Sports,35.71,1,0.108,0.94,31.84,4.36
100064,64,2024-02-02,2024-02-09,Completed,616,Alex Smith,Female,47,UK,Manchester,Marketplace,Cash,8644,Lipstick,Beauty,10.87,1,0.168,4.28,9.05,-3.8
100065,65,2023-08-29,2023-08-30,Completed,422,Morgan Smith,Male,30,India,Hyderabad,Online,Card,1176,Shampoo,Beauty,7.5,1,0.043,8.55,7.18,-5.79
100066,66,2023-08-21,2023-08-27,Completed,347,Dana Davis,Female,30,Nigeria,Port Harcourt,Marketplace,Card,329,Jacket,Fashion,79.39,4,0.271,7.98,231.59,28.29
100067,67,2023-07-25,2023-08-01,Completed,199,Taylor Wilson,Male,34,UK,London,Store,Card,2389,Jeans,Fashion,37.73,1,0.112,0.0,33.5,9.52
100068,68,2024-05-11,2024-05-17,Completed,58,Sam Brown,Female,21,USA,New York,Store,Card,1696,Smartphone,Electronics,538.23,2,0.209,0.0,851.73,-7.39
100069,69,2023-07-08,2023-07-14,Completed,322,Chris Johnson,Male,39,USA,Los Angeles,Marketplace,Card,4413,Face Cream,Beauty,13.07,1,0.35,2.43,8.5,-1.62
100070,70,2023-11-16,2023-11-20,Completed,383,Jamie Wilson,Male,24,Nigeria,Lagos,Online,Card,2633,Tablet,Electronics,314.95,1,0.061,5.53,295.73,107.81
100071,71,2025-02-16,2025-02-19,Completed,788,Morgan Miller,Male,21,India,Delhi,Online,Wallet,5961,Sneakers,Fashion,63.87,1,0.091,1.86,58.07,14.85
100072,72,2024-01-08,2024-01-12,Completed,32,Dana Williams,Female,20,India,Mumbai,Online,Cash,5865,Headphones,Electronics,69.61,2,0.082,2.65,127.86,29.16
100073,73,2023-07-19,2023-07-24,Completed,348,Jamie Jones,Female,57,Nigeria,Port Harcourt,Marketplace,Transfer,4198,Vacuum,Home,169.86,1,0.166,2.17,141.65,43.55
100074,74,2023-01-04,2023-01-09,Completed,650,Chris Smith,Male,24,India,Hyderabad,Store,Card,9520,Sofa Cover,Home,30.59,2,0.071,2.84,56.85,19.49
100075,75,2025-04-14,2025-04-18,Completed,188,Alex Jones,Male,56,USA,Chicago,Store,Card,8286,Football,Sports,21.39,1,0.183,0.49,17.49,0.22
100076,76,2024-06-08,2024-06-15,Completed,164,Taylor Miller,Male,59,Nigeria,Ibadan,Online,Card,4413,Face Cream,Beauty,16.2,1,0.193,6.71,13.07,-4.94
100077,77,2023-03-15,2023-03-16,Completed,214,Chris Miller,Female,63,India,Delhi,Online,Card,3419,Basketball,Sports,24.17,1,0.309,12.53,16.7,-13.46
100078,78,2025-02-04,2025-02-11,Completed,681,Chris Jones,Female,35,Canada,Montreal,Online,Transfer,329,Jacket,Fashion,94.28,2,0.272,7.23,137.23,1.78
100079,79,2023-09-11,2023-09-13,Completed,158,Morgan Taylor,Male,38,Nigeria,Ibadan,Online,Card,3419,Basketball,Sports,27.79,1,0.158,4.64,23.39,-0.5
100080,80,2024-10-27,2024-11-02,Completed,476,Alex Johnson,Male,48,USA,Houston,Store,Card,2634,Microwave,Home,114.02,1,0.139,0.9,98.13,24.27
100081,81,2023-05-03,2023-05-08,Completed,598,Taylor Johnson,Female,50,USA,Houston,Marketplace,Cash,6339,Rice 5kg,Grocery,11.65,2,0.109,2.87,20.77,0.83
100082,82,2023-04-19,2023-04-25,Completed,635,Jamie Williams,Male,41,UK,Birmingham,Online,Wallet,2633,Tablet,Electronics,270.89,1,0.256,1.58,201.6,21.81
100083,83,2025-01-19,2025-01-21,Completed,12,Jamie Miller,Female,29,Canada,Montreal,Online,Card,8644,Lipstick,Beauty,12.56,1,0.195,5.68,10.11,-5.25
100084,84,2024-05-10,2024-05-11,Completed,405,Riley Brown,Male,59,USA,Houston,Marketplace,Card,4198,Vacuum,Home,166.87,5,0.096,4.61,754.49,96.32
100085,85,2024-03-03,,Cancelled,320,Sam Davis,Female,44,Nigeria,Port Harcourt,Marketplace,Card,6658,Perfume,Beauty,44.67,2,0.33,6.68,59.9,-11.35
100086,86,2023-01-07,2023-01-09,Completed,434,Chris Johnson,Female,54,UK,Leeds,Marketplace,Card,2633,Tablet,Electronics,320.13,2,0.31,4.76,441.49,-49.33
100087,87,2023-05-26,2023-05-30,Completed,92,Sam Taylor,Female,65,Canada,Vancouver,Online,Card,3419,Basketball,Sports,33.59,1,0.275,4.38,24.35,-6.01
100088,88,2025-08-05,2025-08-09,Completed,503,Taylor Jones,Male,20,India,Bengaluru,Online,Wallet,4413,Face Cream,Beauty,16.55,1,0.257,6.72,12.3,-7.6
100089,89,2025-07-14,2025-07-20,Completed,165,Taylor Taylor,Female,57,USA,Houston,Online,Card,8644,Lipstick,Beauty,12.75,1,0.103,9.84,11.44,-6.15
100090,90,2023-06-10,2023-06-11,Completed,154,Taylor Williams,Male,53,Nigeria,Port Harcourt,Online,Transfer,9600,Tennis Racket,Sports,111.12,1,0.055,0.0,105.05,35.64
100091,91,2024-10-26,2024-10-31,Completed,256,Dana Miller,Female,46,Canada,Calgary,Online,Card,9740,Conditioner,Beauty,8.13,2,0.179,2.92,13.35,-0.82
100092,92,2023-08-29,2023-09-03,Completed,799,Casey Brown,Female,43,Nigeria,Lagos,Online,Card,4974,Smartwatch,Electronics,170.17,2,0.067,0.0,317.45,86.18
100093,93,2024-05-31,2024-06-01,Completed,42,Jordan Johnson,Female,67,Canada,Toronto,Online,Card,6658,Perfume,Beauty,45.19,2,0.121,3.09,79.46,8.37
100094,94,2023-01-27,,Returned,629,Chris Williams,Male,49,UK,Birmingham,Marketplace,Transfer,6440,T-Shirt,Fashion,14.0,1,0.131,3.67,12.16,-1.56
100095,95,2025-05-03,2025-05-10,Completed,259,Jordan Davis,Female,70,India,Delhi,Online,Wallet,6658,Perfume,Beauty,44.49,1,0.267,4.33,32.61,-0.13
100096,96,2024-08-29,2024-09-03,Completed,244,Jamie Davis,Male,30,USA,Houston,Online,Wallet,4888,Coffee 500g,Grocery,9.47,4,0.165,6.67,31.62,-0.03
100097,97,2025-07-05,2025-07-12,Completed,271,Chris Moore,Male,58,UK,Leeds,Online,Transfer,5865,Headphones,Electronics,81.51,4,0.123,6.9,285.91,82.32
100098,98,2024-07-02,2024-07-06,Completed,756,Jamie Jones,Female,41,Canada,Vancouver,Online,Cash,6658,Perfume,Beauty,49.01,4,0.182,3.51,160.44,34.36
100099,99,2023-06-30,2023-07-01,Completed,304,Riley Jones,Female,58,Canada,Montreal,Marketplace,Transfer,2389,Jeans,Fashion,43.5,1,0.076,1.05,40.17,12.59
100100,100,2023-10-25,2023-10-29,Completed,428,Riley Davis,Male,26,India,Delhi,Marketplace,Card,1696,Smartphone,Electronics,399.27,1,0.164,7.6,333.7,89.2
100101,101,2024-08-03,2024-08-04,Completed,536,Jamie Moore,Male,44,Canada,Montreal,Online,Card,4573,Yoga Mat,Sports,21.56,1,0.274,0.0,15.65,0.26
100102,102,2023-06-12,2023-06-19,Completed,250,Jordan Wilson,Male,22,USA,Chicago,Online,Card,1696,Smartphone,Electronics,469.15,1,0.095,5.48,424.81,112.84
100103,103,2024-10-22,2024-10-25,Completed,609,Sam Wilson,Female,33,USA,New York,Online,Card,6658,Perfume,Beauty,40.48,4,0.142,3.23,138.89,13.26
100104,104,2023-09-01,2023-09-08,Completed,108,Alex Taylor,Male,27,India,Delhi,Online,Transfer,8165,Tea 100 bags,Grocery,6.38,2,0.149,4.84,10.85,-2.1
100105,105,2025-04-12,2025-04-17,Completed,317,Chris Jones,Male,64,India,Chennai,Online,Cash,8165,Tea 100 bags,Grocery,6.11,1,0.137,5.7,5.28,-4.92
100106,106,2023-03-24,2023-03-28,Completed,180,Taylor Johnson,Female,32,Nigeria,Lagos,Online,Transfer,4888,Coffee 500g,Grocery,8.93,1,0.106,7.78,7.98,-4.75
100107,107,2024-12-29,2025-01-04,Completed,568,Dana Moore,Female,36,USA,New York,Store,Card,2634,Microwave,Home,120.64,1,0.305,0.02,83.89,-11.28
100108,108,2025-05-11,2025-05-13,Completed,765,Jamie Williams,Female,39,Canada,Vancouver,Online,Cash,6727,Sugar 1kg,Grocery,3.58,2,0.087,8.05,6.53,-6.85
100109,109,2024-04-25,2024-04-30,Completed,715,Alex Smith,Female,64,USA,Phoenix,Store,Cash,8644,Lipstick,Beauty,11.6,1,0.214,0.29,9.12,0.78
100110,110,2024-08-22,2024-08-24,Completed,149,Alex Smith,Male,24,Canada,Vancouver,Online,Card,1696,Smartphone,Electronics,476.72,2,0.138,4.62,822.05,109.57
100111,111,2023-02-12,2023-02-18,Completed,650,Alex Johnson,Male,22,Canada,Montreal,Online,Wallet,8286,Football,Sports,24.64,4,0.173,4.61,81.46,11.76
100112,112,2025-06-19,,Returned,729,Dana Johnson,Male,31,USA,New York,Online,Wallet,6339,Rice 5kg,Grocery,10.75,1,0.123,7.57,9.43,-4.87
100113,113,2025-04-24,2025-04-30,Completed,295,Casey Johnson,Male,24,USA,Chicago,Online,Card,5865,Headphones,Electronics,80.0,3,0.019,4.41,235.47,94.28
100114,114,2023-09-20,,Returned,50,Jamie Davis,Female,36,Canada,Toronto,Marketplace,Card,8286,Football,Sports,27.49,1,0.099,6.98,24.78,1.62
100115,115,2023-12-22,2023-12-23,Completed,551,Sam Williams,Male,54,UK,Birmingham,Online,Card,6036,Blender,Home,46.24,1,0.126,10.85,40.4,3.1
100116,116,2023-01-05,2023-01-06,Completed,504,Jordan Wilson,Female,50,UK,Glasgow,Store,Card,2389,Jeans,Fashion,46.03,1,0.197,0.0,36.98,5.38
100117,117,2024-05-25,2024-05-31,Completed,786,Chris Wilson,Male,58,UK,Manchester,Online,Wallet,6339,Rice 5kg,Grocery,10.93,3,0.176,8.07,27.0,-1.85
100118,118,2024-03-08,,Returned,26,Jamie Williams,Female,34,India,Chennai,Online,Card,8344,Olive Oil 1L,Grocery,9.55,2,0.174,2.82,15.78,1.86
100119,119,2024-04-16,2024-04-21,Completed,773,Sam Smith,Female,55,UK,Glasgow,Online,Cash,6727,Sugar 1kg,Grocery,3.77,1,0.082,9.17,3.46,-8.4
100120,120,2025-01-29,2025-02-02,Completed,450,Morgan Taylor,Male,26,UK,Leeds,Marketplace,Transfer,3419,Basketball,Sports,28.25,3,0.179,1.35,69.54,20.2
100121,121,2023-10-01,2023-10-07,Completed,633,Jordan Brown,Male,64,UK,Glasgow,Online,Card,2634,Microwave,Home,111.05,1,0.316,2.98,75.93,5.88
100122,122,2023-09-22,,Cancelled,747,Chris Brown,Male,30,India,Delhi,Store,Cash,4888,Coffee 500g,Grocery,8.87,1,0.35,0.0,5.77,-0.04
100123,123,2024-03-21,2024-03-22,Completed,654,Chris Jones,Male,42,India,Mumbai,Online,Cash,6658,Perfume,Beauty,42.55,1,0.35,5.85,27.66,-8.75
100124,124,2024-05-27,,Cancelled,304,Casey Smith,Male,34,Canada,Calgary,Online,Card,8644,Lipstick,Beauty,11.8,2,0.114,5.42,20.92,2.39
100125,125,2024-08-24,2024-08-28,Completed,235,Sam Williams,Male,59,Nigeria,Ibadan,Online,Card,6339,Rice 5kg,Grocery,9.83,2,0.053,4.09,18.62,2.7
100126,126,2025-07-05,2025-07-12,Completed,410,Jordan Jones,Female,48,India,Mumbai,Marketplace,Card,8344,Olive Oil 1L,Grocery,10.83,1,0.181,4.6,8.86,-4.14
100127,127,2025-07-04,2025-07-11,Completed,11,Dana Wilson,Male,20,UK,Glasgow,Online,Transfer,7968,Dress,Fashion,55.55,2,0.336,2.28,73.76,-14.68
100128,128,2023-12-23,2023-12-28,Completed,468,Riley Williams,Female,50,Nigeria,Port Harcourt,Online,Card,6658,Perfume,Beauty,42.36,1,0.227,8.32,32.73,-2.91
100129,129,2024-12-01,2024-12-06,Completed,782,Chris Taylor,Female,58,Nigeria,Port Harcourt,Online,Card,1696,Smartphone,Electronics,536.83,1,0.135,3.38,464.59,123.46
100130,130,2024-03-04,,Returned,644,Jamie Taylor,Female,24,USA,Chicago,Marketplace,Wallet,3419,Basketball,Sports,30.24,1,0.281,6.49,21.73,-7.1
100131,131,2025-03-31,,Cancelled,474,Taylor Brown,Male,67,Nigeria,Abuja,Online,Transfer,2389,Jeans,Fashion,41.51,2,0.318,1.56,56.62,-6.68
100132,132,2023-12-28,2024-01-04,Completed,424,Casey Jones,Male,67,India,Bengaluru,Marketplace,Card,8165,Tea 100 bags,Grocery,5.77,1,0.2,2.15,4.62,-1.02
100133,133,2024-12-04,2024-12-08,Completed,696,Jordan Wilson,Male,69,UK,Manchester,Online,Card,9740,Conditioner,Beauty,7.03,1,0.087,4.55,6.42,-2.34
100134,134,2024-03-14,2024-03-15,Completed,676,Jamie Brown,Female,42,Nigeria,Lagos,Marketplace,Wallet,7968,Dress,Fashion,63.56,8,0.214,4.4,399.61,35.03
100135,135,2025-05-01,2025-05-06,Completed,16,Alex Williams,Male,59,UK,Manchester,Marketplace,Transfer,2389,Jeans,Fashion,38.27,2,0.35,3.53,49.75,-0.19
100136,136,2025-03-05,2025-03-12,Completed,157,Taylor Miller,Male,57,Canada,Toronto,Marketplace,Cash,4888,Coffee 500g,Grocery,9.8,1,0.266,7.26,7.19,-5.97
100137,137,2023-07-22,2023-07-24,Completed,544,Chris Wilson,Male,53,Nigeria,Port Harcourt,Online,Cash,9740,Conditioner,Beauty,8.08,3,0.065,1.91,22.67,1.38
100138,138,2024-07-24,2024-07-28,Completed,148,Casey Williams,Female,28,Canada,Ottawa,Store,Card,9520,Sofa Cover,Home,32.44,1,0.23,4.03,24.99,-2.16
100139,139,2024-12-13,2024-12-19,Completed,304,Casey Davis,Female,44,Nigeria,Abuja,Marketplace,Transfer,1696,Smartphone,Electronics,402.03,1,0.252,3.74,300.78,19.17
100140,140,2024-09-16,2024-09-22,Completed,339,Chris Moore,Female,49,USA,New York,Online,Card,5961,Sneakers,Fashion,67.4,1,0.157,5.72,56.85,5.14
100141,141,2023-04-07,,Returned,375,Jamie Wilson,Male,36,India,Bengaluru,Online,Transfer,4198,Vacuum,Home,146.47,1,0.152,2.68,124.22,36.42
100142,142,2023-12-30,2024-01-03,Completed,342,Riley Jones,Female,31,India,Mumbai,Online,Card,2634,Microwave,Home,114.53,1,0.099,4.77,103.17,25.63
100143,143,2024-08-23,,Cancelled,90,Alex Miller,Female,52,Canada,Toronto,Online,Card,7013,Laptop,Electronics,786.94,2,0.056,7.3,1486.21,348.35
100144,144,2025-04-21,,Returned,624,Alex Moore,Female,57,USA,Phoenix,Store,Card,4974,Smartwatch,Electronics,200.82,1,0.064,3.06,188.01,31.55
100145,145,2024-10-02,2024-10-03,Completed,680,Jordan Smith,Female,67,Nigeria,Lagos,Online,Cash,430,Lamp,Home,22.26,1,0.084,0.0,20.38,3.53
100146,146,2024-12-28,2024-12-31,Completed,190,Dana Smith,Female,19,India,Chennai,Marketplace,Wallet,4974,Smartwatch,Electronics,230.56,1,0.076,0.0,212.98,84.69
100147,147,2024-08-04,2024-08-11,Completed,122,Dana Taylor,Female,46,Nigeria,Lagos,Marketplace,Transfer,8344,Olive Oil 1L,Grocery,12.82,1,0.35,0.0,8.33,0.35
100148,148,2024-05-01,2024-05-06,Completed,105,Chris Wilson,Male,27,Nigeria,Ibadan,Online,Transfer,1696,Smartphone,Electronics,469.44,1,0.181,7.84,384.49,23.89
100149,149,2023-08-12,,Returned,133,Casey Smith,Female,64,Canada,Vancouver,Online,Transfer,5865,Headphones,Electronics,81.08,2,0.336,4.19,107.75,10.57
100150,150,2025-03-03,2025-03-09,Completed,149,Chris Jones,Female,47,UK,London,Marketplace,Card,2633,Tablet,Electronics,344.18,4,0.35,4.34,894.87,-50.19
100151,151,2023-03-23,2023-03-26,Completed,747,Sam Brown,Female,56,Nigeria,Port Harcourt,Online,Transfer,9740,Conditioner,Beauty,4.72,1,0.286,6.66,3.37,-6.81
100152,152,2024-11-24,2024-12-01,Completed,120,Jamie Brown,Female,48,India,Hyderabad,Store,Cash,9600,Tennis Racket,Sports,111.22,1,0.187,2.7,90.43,25.19
100153,153,2023-10-27,2023-11-01,Completed,667,Sam Davis,Male,27,Canada,Montreal,Online,Wallet,329,Jacket,Fashion,78.47,4,0.055,3.7,296.65,59.55
100154,154,2024-02-01,2024-02-06,Completed,790,Taylor Wilson,Female,62,Nigeria,Port Harcourt,Online,Card,8286,Football,Sports,25.8,7,0.095,8.46,163.46,25.27
